tag,rating_avg
zombies,3.68452380952
wrongful imprisonment,4.48713826367
witty!,3.84770114943
witty,3.85416666667
will farell,3.05882352941
who done it,3.3
whimsical,4.10317460317
well done,3.95833333333
weird,3.45238095238
war,4.0780141844
visually appealing,3.92045454545
visceral,3.6511627907
virtual reality,4.1833976834
violent,4.03630363036
violence,4.07589285714
villain nonexistent or not needed for good story,3.8141025641
vigilantism,3.52272727273
video game adaptation,3.0
very funny!,3.06153846154
vengeance,3.91176470588
vampires,2.53846153846
vampire,3.19047619048
unusual plot structure,4.13559322034
unique look,2.72727272727
uganda,2.5
twist ending,4.04598737601
true story,3.54545454545
travel,3.61842105263
tragedy,4.08823529412
touching,3.63333333333
tosee,3.5
toplist16,4.5
toplist15,3.90882352941
toplist14,3.83690987124
toplist13,3.78571428571
toplist12,3.72727272727
toplist11,3.72900763359
toplist10,3.8903803132
toplist09,3.88549618321
toplist08,3.77692307692
toplist07,3.80769230769
toplist06,3.88169014085
toplist05,3.80088495575
too long,2.91176470588
tom hanks,3.9025
tobey maguire,3.5223880597
tivo,3.68269230769
time-travel,4.1511627907
time travel,4.08823529412
tim robbins,3.80681818182
thriller,4.24132947977
thought-provoking,4.01369863014
thora birch,3.66666666667
the best comic adaptation!,3.625
that fat nerd is just annoying,3.91509433962
terrible ending,3.52272727273
teleportation,3.83333333333
teenagers,4.0
teen pregnancy,3.85416666667
technology,4.09523809524
tcm,4.11666666667
tarantino,4.25617283951
sword fight,3.85460992908
sweet,3.3253968254
suspense,4.2
surrealism,3.58771929825
surreal,3.93867924528
supernatural powers,4.22164948454
superhero,3.1686746988
super-hero,3.86111111111
sufficiently explodey to be good,2.625
stylized,3.75
stupidity,3.5
stupid,2.39285714286
strong female presence,2.5
strippers,3.21666666667
storyline,4.04166666667
steve martin,3.26785714286
steve carell,3.90789473684
stereotypes,3.125
steampunk,3.28571428571
starwars,4.22164948454
starship pilots,4.0599078341
star,3.51724137931
standard romantic comedy,2.48076923077
stallone,3.78985507246
spock,3.83333333333
space adventure,4.22164948454
space,4.12068965517
sort of honest,3.66666666667
social criticism,3.53333333333
social commentary,4.22457627119
snorefest,2.72413793103
slow parts,3.63333333333
slow,3.87280701754
sightsound,3.8813559322
siblings,3.7
short,3.5
shakespeare,3.52586206897
sexy food,3.05
sexist,3.74137931034
sex,3.64705882353
series,4.22164948454
serial killer,4.03482587065
sequel,4.0599078341
sentimental,4.1511627907
self discovery,3.80612244898
seen it before,3.33783783784
script,4.22164948454
sci-fi,4.08535447761
sci fi,3.83333333333
school,4.04098360656
scary,3.7265625
satirical,3.99583333333
satire,4.01379310345
sandra 'boring' bullock,3.44059405941
sad,3.7
romantic comedy,3.24166666667
romantic,3.83939393939
romance,3.27747252747
rock and roll,3.52941176471
robots,2.625
road trip,3.82710280374
ridiculous training sequence,2.47826086957
rich families,3.35849056604
revenge,4.35317460317
renegade art,3.91666666667
renee z,2.80952380952
relativity,4.1511627907
relationships,3.82236842105
redemption,3.33333333333
racism,3.64179104478
r:violence,4.25617283951
r. phoneix,4.09375
quirky,3.9917218543
psychology,4.11534391534
psychological thriller,3.84375
psychological,3.99837662338
privacy,3.5
prison escape,4.48713826367
prison,4.48713826367
pregnancy,3.85416666667
predictable,3.46992481203
powerpoint,3.78947368421
post-apocalyptic,3.555
possession,3.7265625
politics,4.1
plot holes,3.19736842105
play enough video games and you can become an NSA agent,2.47826086957
pixar,4.09523809524
pirates,3.87748344371
physics,4.1511627907
photography,3.57142857143
philosophy,4.14324324324
philosophical issues,4.1511627907
philosophical,3.56060606061
parody,3.12745098039
paranoid,3.921875
overrated,3.95547945205
original plot,3.63333333333
organized crime,4.15532544379
on the run,4.02857142857
okay,3.5
off-beat comedy,3.96173469388
ocean,3.90625
obvious plot,3.42857142857
notable soundtrack,4.096
notable nudity,3.9
not worth your time,2.57142857143
not too thrilled,3.5
not only for kids,3.52941176471
not by book,3.82608695652
nonlinear,4.18686868687
no desire to see this,3.2875
nerdy,4.22164948454
nerds,3.64705882353
nascar,3.05882352941
narrated,4.48713826367
nair,3.625
must see,2.97142857143
musical parodies,3.35849056604
musical,3.76818181818
music,3.49152542373
multiple storylines,3.97983870968
multiple roles,3.8141025641
moore,4.16666666667
moody,3.82352941176
mindfuck,4.04954954955
military,3.42857142857
mike myers,2.91111111111
meryl streep,2.625
memories,3.39393939394
mel gibson,3.42929292929
meg ryan,3.35833333333
meaning of life,2.83333333333
mathematics,4.06088560886
math,3.95175438596
martial arts,3.86830357143
magical realism,5.0
magic,3.85460992908
mad scientist,3.625
lyrical,3.77777777778
low-budget,2.0
love,3.83720930233
long,4.13834951456
liked the other two better,3.26595744681
light,3.94262295082
lake forest,3.88709677419
kung fu,3.92307692308
keanu reeves,3.38235294118
joss whedon,3.625
joseph fiennes,3.96694214876
johnny depp,3.85460992908
john cusack,3.21052631579
jodi foster,3.93333333333
jimmy stewart,4.3152173913
jesus,4.33333333333
jedi,4.22164948454
japanese influence,4.09523809524
jakie chan,3.15384615385
jack nicholson,4.0297029703
irreverent,3.5
interesting ideea,4.1511627907
interesting concept - bad execution,3.39285714286
interesting,4.0444015444
intense,4.25617283951
intelligent,3.95175438596
intellectual,4.09205776173
inspiring,4.09523809524
insanity,3.84375
indie,3.84931506849
independent film,3.90789473684
imaginative,3.85526315789
imagination,4.09183673469
il,3.88709677419
i'd like to live in this movie,4.12264150943
humor,4.00943396226
hugh jackman,2.91176470588
hugh grant,2.875
horror,3.95864661654
honest,3.125
holes90s,3.86525612472
holes80s,4.07682619647
holes70s,3.85238095238
holes60s,3.83703703704
holes40s,4.13775510204
holes00s,3.74898373984
hit men,4.07196969697
historical,4.07894736842
hillarious,3.56923076923
hilarious,3.125
hijacking,4.2
high school,2.53846153846
heartwarming,4.09523809524
hdtv,3.88012618297
happy ending,3.46296296296
happiness,4.04166666667
hallucinatory,3.921875
guy ritchie,4.5
guy movie,2.6875
group psychology,3.16666666667
gritty,2.0
greed,4.03482587065
great soundtrack,3.425
great dialogue,3.99583333333
gratuitous violence,4.13559322034
graphic design,3.64179104478
good science,4.1511627907
good but not accurate,2.81818181818
good animation,3.39285714286
girlie movie,3.30722891566
getdvd,3.68396226415
genuine characters,2.875
genius,4.06088560886
gay,2.5
funny,3.65311004785
friendship,4.47791798107
friends,4.09523809524
freedom,3.62903225806
franchise,3.19230769231
forgettable,3.54761904762
football,3.39024390244
food,4.20833333333
femme-fatale,2.0
feminist,4.04166666667
feel-good,3.97310126582
feel good,3.94262295082
fashion,3.19230769231
fantasy world,3.5
fantasy,4.16292134831
family,3.6935483871
fairytale,3.67307692308
fairy tales,2.54545454545
fairy tale,3.5
explosions,3.88151658768
experiment,3.16666666667
existentialism,3.83939393939
europe,4.02857142857
ethan hawke,3.72222222222
ensemble cast,3.58181818182
ending,4.05555555556
emotional,3.73
elegant,4.33333333333
ei muista,3.14285714286
eerie,4.0
edward norton,3.88
eastern europe,4.02857142857
easily confused with other movie(s) (title),3.15384615385
dystopia,3.96273291925
dvd,3.6375
dumb,3.64705882353
dull story,3.7380952381
drama,3.95502645503
documentary,3.51020408163
disturbing,4.0136239782
disappointing,3.625
directorial debut,2.95
diluted version of comic,3.65384615385
didn't get it,3.68442622951
devotion,3.875
determination,3.875
desert,3.79310344828
depressing,3.921875
denzel washington,3.83620689655
dentist,3.83870967742
demons,3.7265625
dark humor,3.98333333333
dark comedy,4.12676767677
dark,3.98327759197
dance,3.30722891566
cute,3.37804878049
cursing,3.33333333333
cult film,4.06808035714
cult classic,4.22164948454
crude humor,2.95
crude,3.64705882353
critically acclaimed,4.22164948454
crime,4.03482587065
creepy good,3.6320754717
creative,3.44852941176
covers a lifespan,3.39393939394
cool and great music,4.2
cool,4.01700680272
cooking,4.20833333333
controversial,3.32278481013
complicated,4.125
coming of age,4.21012269939
comedy of manners,3.8141025641
comedy,3.87137891078
comedt,3.5
collin farrel,3.41071428571
colin firth,3.96694214876
coen brothers,4.01020408163
cocaine,2.95
clever,3.52586206897
claymation,3.79166666667
claustrophobic,3.16666666667
classic sci-fi,4.22164948454
classic,4.23043478261
claire daines,3.52586206897
cinematography,3.77894736842
christmas,3.58181818182
children,4.13492063492
childish plot,3.19736842105
cheezy to the max!,3.3785046729
cheerleading,2.875
character development,3.83939393939
can't stand rogue!,3.55905511811
campy,3.5
but still a fun movie.,2.5
brother sister relationship,3.7
british,3.66153846154
breathtaking,3.97619047619
boring,3.9964028777
bookshop,3.24166666667
books,3.64423076923
black comedy,3.85714285714
billy bob thorton,3.88636363636
big brother,3.5
biblical,4.03482587065
beer,2.6875
beauty pageant,3.90789473684
beautifully filmed,4.096
beautiful scenery,5.0
based on a true story,3.79166666667
based on a book,4.125
based on a TV show,3.5
baseball,3.65384615385
bad plot,2.82142857143
bad camerawork,3.85714285714
bad acting,2.88461538462
b movie,3.5
awkward,3.44318181818
awesome soundtrack,4.22164948454
awesome,4.22164948454
aviation,4.06818181818
author:Neil Gaiman,3.79166666667
atmospheric,4.13888888889
assassin,3.91
artificial intelligence,4.1511627907
apocalypse,4.25
anti-hero,3.26923076923
anime,4.00260416667
animation style,3.41666666667
animation,3.95744680851
american idiocy,3.53333333333
amazing storytelling,4.02857142857
alternate universe,3.79166666667
alternate reality,3.9406779661
aliens,3.92435897436
alex pettyfer,3.5
akira kurosawa,4.16666666667
aging,4.20833333333
afi,4.02600472813
adventure,3.62903225806
addiction,3.86956521739
adapted from:book,3.63333333333
adam sandler,3.29255319149
activist,2.5
action,4.09459459459
Zooey Deschanel,3.15384615385
World War II,4.13114754098
Why the terrorists hate us,0.5
Vin Diesel,3.26923076923
Viggo Mortensen,3.625
Views,2.5
Vampire Human Love,2.53846153846
Try not to mistake this for an episode of Alias,2.3
Trilogy of the Imagination,3.81779661017
Too slow,2.5
Tom Hanks,3.64864864865
Tom Cruise,3.68695652174
Tim Robbins,4.48713826367
Teen movie,2.53846153846
Takashi Miike,3.08333333333
Syfy,4.22164948454
Studio Ghibli,4.05970149254
Streep strong & funny,3.14285714286
Steve Martin,3.15
Steve Buscemi,3.99583333333
Stephen Chow,3.65789473684
Star Wars,4.0599078341
Star Trek,3.83333333333
Stanley Kubrick,4.0297029703
Sienna Guillory,2.75
Science Fiction,4.22164948454
Satoshi Kon,3.83333333333
Sandra Bullock,3.56666666667
Russian,4.0
Rosanna Arquette,3.21153846154
Ron Howard,3.9025
Romance,3.40434782609
Roman Polanski,3.5
Rock,3.52941176471
Robert Pattinson,2.53846153846
Ralph Fiennes,3.75
R:strong sexual content,3.4
Quirky,4.25669642857
Quentin Tarantino,4.20113314448
Psychological Thriller,3.79411764706
Predictable,3.79411764706
Post apocalyptic,3.79310344828
Pixar,3.91214057508
Phenomenal!,4.48713826367
Paris,3.14285714286
Overrated,2.875
Orlando Bloom,3.85460992908
Oded Fehr,2.75
Nudity (Topless),3.48387096774
Nudity (Topless - Notable),3.6
Nudity (Rear),3.05
Nudity (Full Frontal),4.00884955752
Nudity (Full Frontal - Notable),4.0297029703
No progress,2.5
Nicolas Cage,3.41428571429
New York City,3.4
New York,3.14285714286
Neil Patrick Harris,3.625
Neil Gaiman,3.79166666667
National Film Registry,3.53571428571
Nathan Fillion,3.625
Mossad,4.0
Morgan Freeman,4.48713826367
Monty Python,3.85714285714
Mindfuck,4.22727272727
Micheal Keaton,3.4375
Michael Mann,2.7
Mel Gibson,3.3904109589
Meg Ryan,3.24166666667
Matthew Perry,3.21153846154
Marx Brothers,4.13235294118
Martin Scorsese,4.22457627119
Mark Wahlberg,2.95
Long,2.5
Leonardo DiCaprio,3.52586206897
Lame everything,3.0625
Krzysztof Kieslowski,3.77777777778
Kristen Stewart,2.53846153846
Kevin Costner,2.72413793103
Keira Knightley,3.5
Katso Sanna!,4.02167019027
Just stupid,2.6875
Julie Andrews,3.8141025641
Jude Law,3.5
Johnny Depp***,3.79545454545
Johnny Depp,3.84459459459
John Cleese,3.97191011236
Jim carrey,3.15384615385
Jeff Bridges,3.99583333333
Jason Patric,2.875
Jack Black,3.52941176471
Irene Jacob,3.77777777778
Intrigued,4.04954954955
India,3.77272727273
Iceland,3.57142857143
I loved it! Seen it five times already!,3.85460992908
Hugh Jackman,4.125
Helen Hunt,3.125
Hayao Miyazaki,3.83333333333
Harrison Ford,4.0599078341
Gwyneth Paltrow,3.5
Gwenth Paltrow,3.77430555556
Guy Ritchie,4.04748603352
Guillermo del Toro,3.28571428571
Gore!!!,3.66666666667
Gilliam,3.53191489362
George Lucas,4.15255905512
Funny,3.39024390244
Firefly,3.7875
Fernando E. Solanas,5.0
Exellent first half,3.52272727273
Emilio Estevez,2.72727272727
Eliza Dushku,2.875
Ei muista,3.66508016032
Drugs,3.55
Disney studios,3.8141025641
Disney,3.85064935065
Dieselpunk,3.79310344828
Dave Foley,4.25
Dakota Fanning,3.79166666667
Coming of Age,4.09523809524
Cole Hauser,3.26923076923
Christopher Nolan,4.08980582524
Captain Hammer,3.625
Cambodia,4.0
British,4.13333333333
Brad Pitt,3.7182320442
Billy Bob Thornton,3.33333333333
Bill Murray,3.8056768559
Benicio Del Toro,3.31666666667
Beautiful Woman,3.5
Batman,4.23553719008
As historicaly correct as Germany winning WW2,2.5
Ang Lee,4.0
Amanda Peet,3.21153846154
Alfred Hitchcock,4.25324675325
Alex van Warmerdam,5.0
Aging Disorder,3.63333333333
Aging,3.63333333333
Adam Sandler,2.52380952381
Abigail Breslin,2.875
80's classic,3.35849056604
1940's feel,2.72727272727
"space epic,4.22164948454
"imaginary world,4.22164948454
"The Rocks ""finest"" work need I say more?",2.33333333333
